Transaction_ID,Date,Store_ID,Product_ID,Category_ID,Quantity_Sold,Sale_Price_Per_Unit,Total_Sale_Amount,Discount_Amount,Net_Sale_Amount,Payment_Method,Customer_ID,Salesperson_ID
83915,8/30/2021 8:03,150,577,102,4,74.94,299.76,13.82,285.94,Credit Card,1020,507
27004,10/18/2021 15:48,158,501,104,3,68.42,205.26,8.9,196.36,Credit Card,1214,569
29434,3/31/2021 1:57,169,567,107,5,144.31,721.55,21.4,700.15,Debit Card,1909,507
82171,9/7/2021 17:55,159,549,101,1,85.31,85.31,18.42,66.89,Mobile Payment,1549,576
95551,6/21/2021 10:32,124,513,106,4,58.04,232.16,9.92,222.24,Cash,1568,593
35779,10/8/2021 12:06,120,516,106,4,160.01,640.04,13.26,626.78,Credit Card,1562,589
35013,4/7/2021 1:35,155,512,107,2,135.99,271.98,25.24,246.74,Cash,1141,588
19632,4/9/2021 7:03,118,529,104,3,39.55,118.65,12.69,105.96,Cash,1143,539
63453,4/10/2021 7:33,112,520,101,4,195.54,782.16,8.07,774.09,Cash,1115,537
64472,11/29/2020 0:56,107,533,104,3,115.8,347.4,24.75,322.65,Mobile Payment,1375,528
20134,11/20/2020 17:08,183,578,105,3,118.83,356.49,17.29,339.2,Cash,1276,558
95208,6/27/2021 7:28,193,542,107,2,129.92,259.84,0.12,259.72,Debit Card,1675,528
56061,4/22/2021 6:28,156,521,101,4,149.22,596.88,11.44,585.44,Credit Card,1686,534
63454,6/20/2021 18:20,160,586,106,5,187.74,938.7,2.81,935.89,Cash,1984,522
94003,8/17/2021 16:17,144,575,107,4,22.22,88.88,1.51,87.37,Credit Card,1097,568
32918,12/24/2020 0:20,197,524,106,5,17.76,88.8,11.04,77.76,Debit Card,1809,538
28225,5/1/2021 5:58,198,596,102,3,141.31,423.93,14.44,409.49,Mobile Payment,1075,596
87990,5/7/2021 17:50,151,517,104,2,147.24,294.48,10.62,283.86,Mobile Payment,1573,587
99016,2/16/2021 14:15,183,517,104,2,72.11,144.22,17.61,126.61,Mobile Payment,1028,540
74737,12/21/2020 13:57,147,543,107,2,12.65,25.3,22.22,3.08,Mobile Payment,1850,564
92269,3/23/2021 6:53,113,563,104,1,178.75,178.75,21.61,157.14,Cash,1411,524
98794,3/2/2021 6:01,171,576,103,2,160.03,320.06,17.55,302.51,Debit Card,1418,509
84736,9/20/2021 20:22,175,584,107,4,149.14,596.56,6.39,590.17,Mobile Payment,1090,547
17570,8/11/2021 14:58,196,571,102,5,186.22,931.1,28.6,902.5,Credit Card,1760,523
88905,11/10/2020 9:47,162,544,102,4,174.96,699.84,12.74,687.1,Cash,1178,521
52517,3/11/2021 7:37,152,517,104,5,60.6,303,26.28,276.72,Cash,1273,532
61484,11/16/2020 23:03,184,574,102,1,194.33,194.33,28.06,166.27,Mobile Payment,1258,504
40091,5/1/2021 6:01,158,508,105,3,105.31,315.93,2.13,313.8,Cash,1175,578
55013,4/25/2021 1:36,197,520,101,4,167.45,669.8,11.95,657.85,Credit Card,1320,517
21628,1/17/2021 10:42,168,597,102,4,86.11,344.44,10.61,333.83,Credit Card,1942,596
99039,4/1/2021 19:08,106,595,104,1,112.92,112.92,29.72,83.2,Credit Card,1777,569
72347,2/5/2021 10:29,198,572,104,4,132.67,530.68,1.48,529.2,Credit Card,1724,522
68880,9/9/2021 13:10,140,593,102,4,190.98,763.92,6.24,757.68,Mobile Payment,1837,508
32047,5/6/2021 13:03,199,556,104,3,142.73,428.19,12.75,415.44,Debit Card,1527,529
97569,7/5/2021 15:51,199,559,107,1,113.05,113.05,18.69,94.36,Debit Card,1872,589
42049,6/7/2021 3:42,162,516,106,5,122.99,614.95,28.56,586.39,Mobile Payment,1810,507
14309,7/30/2021 0:55,146,593,102,2,105.08,210.16,21.99,188.17,Cash,1809,505
60074,6/24/2021 19:37,186,572,104,2,194.66,389.32,28.98,360.34,Mobile Payment,1943,600
19219,2/27/2021 21:12,190,544,102,3,146.54,439.62,6.98,432.64,Mobile Payment,1679,575
31293,12/20/2020 14:35,101,542,107,4,22.01,88.04,25.91,62.13,Cash,1393,599
60623,11/4/2021 20:48,187,561,101,2,149.33,298.66,22.88,275.78,Credit Card,1887,513
89761,7/12/2021 7:05,147,501,104,2,146.89,293.78,22.15,271.63,Cash,1988,511
30555,2/6/2021 3:15,143,555,106,5,133.94,669.7,13.02,656.68,Cash,1444,533
31060,2/11/2021 4:54,164,568,107,1,13.65,13.65,16.67,-3.02,Debit Card,1702,585
77503,3/9/2021 1:19,165,543,107,2,83.86,167.72,8.63,159.09,Credit Card,1364,528
75187,10/10/2021 21:29,183,552,101,2,31.18,62.36,0.4,61.96,Mobile Payment,1489,514
97375,2/27/2021 1:17,198,560,107,5,137.39,686.95,4.22,682.73,Debit Card,1637,588
99622,11/29/2020 5:05,184,597,102,1,189.61,189.61,4.55,185.06,Cash,1565,540
56005,6/23/2021 11:42,121,535,102,3,79.15,237.45,3.47,233.98,Credit Card,1149,542
74759,10/31/2021 6:15,122,568,107,3,72.04,216.12,14.73,201.39,Cash,1032,528
42074,8/8/2021 1:56,173,539,105,3,50.21,150.63,20.43,130.2,Cash,1608,598
62085,6/5/2021 22:12,181,532,102,1,139.53,139.53,17.83,121.7,Credit Card,1732,553
84690,1/11/2021 21:21,197,526,102,2,33.52,67.04,18.29,48.75,Debit Card,1225,561
89358,5/26/2021 20:53,160,563,104,5,125.41,627.05,16.33,610.72,Debit Card,1127,534
57699,10/26/2021 15:48,125,510,103,4,108.38,433.52,14.74,418.78,Credit Card,1079,584
66232,9/20/2021 20:49,101,576,103,3,60.66,181.98,18.08,163.9,Mobile Payment,1857,573
87248,6/12/2021 8:03,165,521,101,1,188.03,188.03,26.89,161.14,Credit Card,1326,556
94086,4/8/2021 3:59,144,573,103,2,42.56,85.12,19.4,65.72,Mobile Payment,1058,555
26203,3/9/2021 3:27,131,516,106,3,120.6,361.8,18.4,343.4,Credit Card,1845,507
87346,5/1/2021 17:09,111,532,102,5,168.94,844.7,3.18,841.52,Cash,1083,570
70909,2/22/2021 19:17,125,532,102,3,143.33,429.99,19.7,410.29,Credit Card,1287,560
93371,1/14/2021 12:53,108,563,104,1,21.86,21.86,8.98,12.88,Credit Card,1634,581
34544,10/7/2021 5:23,151,551,103,2,125.68,251.36,1.07,250.29,Mobile Payment,1099,501
89611,9/5/2021 9:31,161,561,101,4,189.88,759.52,5.3,754.22,Mobile Payment,1060,561
34686,3/28/2021 10:55,112,520,101,3,108.86,326.58,28.14,298.44,Credit Card,1061,569
50703,8/14/2021 17:48,144,592,103,1,140.01,140.01,27.12,112.89,Mobile Payment,1472,512
17912,8/19/2021 19:03,111,567,107,3,52.02,156.06,11,145.06,Mobile Payment,1862,550
84347,6/5/2021 14:06,147,583,107,2,94.76,189.52,1.33,188.19,Credit Card,1705,528
36236,9/10/2021 4:21,115,572,104,4,114.61,458.44,27.57,430.87,Cash,1694,529
81720,10/11/2021 15:04,200,569,106,4,122.82,491.28,6.81,484.47,Cash,1739,534
69503,9/5/2021 16:28,196,584,107,2,98.11,196.22,6.03,190.19,Credit Card,1489,560
49956,6/29/2021 20:56,174,599,104,2,122.55,245.1,22.71,222.39,Mobile Payment,1263,564
20660,11/22/2020 7:41,180,577,102,2,154.54,309.08,2.74,306.34,Mobile Payment,1323,504
49261,1/2/2021 7:49,118,589,102,2,143.83,287.66,15.21,272.45,Debit Card,1359,517
77959,1/6/2021 14:03,196,534,104,2,35.8,71.6,17.38,54.22,Mobile Payment,1360,554
94682,7/5/2021 23:08,162,519,103,3,45.85,137.55,29.47,108.08,Credit Card,1888,508
11177,10/10/2021 8:43,178,577,102,5,186.51,932.55,29.72,902.83,Debit Card,1394,517
23719,2/24/2021 6:10,116,549,101,1,51.44,51.44,14.84,36.6,Debit Card,1565,557
29455,5/28/2021 23:43,133,598,105,1,16.86,16.86,7.55,9.31,Debit Card,1172,527
59786,9/30/2021 17:33,179,554,102,3,193.06,579.18,6.03,573.15,Mobile Payment,1492,581
97949,3/8/2021 2:14,141,573,103,3,113.74,341.22,8.92,332.3,Credit Card,1987,549
89691,6/16/2021 10:05,185,527,107,4,127.32,509.28,0.35,508.93,Cash,1453,502
83407,3/2/2021 20:57,132,577,102,3,13.7,41.1,6.96,34.14,Credit Card,1674,501
78676,4/19/2021 7:27,137,533,104,5,132.07,660.35,13.53,646.82,Cash,1093,525
43144,10/18/2021 3:59,163,541,104,4,76.29,305.16,12.63,292.53,Credit Card,1667,578
14377,12/13/2020 16:58,105,600,103,1,110.67,110.67,0.45,110.22,Mobile Payment,1515,577
41679,7/26/2021 13:04,195,539,105,5,149.94,749.7,7.13,742.57,Cash,1528,579
81040,5/30/2021 14:55,149,568,107,1,123.41,123.41,24.06,99.35,Credit Card,1474,512
89890,11/20/2020 6:53,138,531,103,1,27.76,27.76,28.66,-0.9,Cash,1418,577
38656,6/2/2021 19:32,186,567,107,1,87.16,87.16,20.29,66.87,Credit Card,1242,531
87306,12/14/2020 14:26,122,565,101,1,114.65,114.65,22.89,91.76,Mobile Payment,1878,511
37812,9/16/2021 2:05,126,563,104,4,21.75,87,26.62,60.38,Debit Card,1888,577
13261,7/24/2021 7:34,144,572,104,1,191.95,191.95,9.12,182.83,Cash,1186,561
52202,4/29/2021 8:09,197,535,102,2,184.66,369.32,29.55,339.77,Cash,1285,515
39363,6/26/2021 11:50,117,575,107,5,40.88,204.4,8.74,195.66,Cash,1820,548
79261,12/18/2020 20:02,100,539,105,5,126.3,631.5,16.33,615.17,Debit Card,1614,582
24339,10/9/2021 22:21,144,515,106,2,65.77,131.54,13.7,117.84,Mobile Payment,1358,586
15717,12/15/2020 10:19,110,566,105,3,106.19,318.57,27.97,290.6,Debit Card,1023,561
44804,5/22/2021 20:35,184,535,102,4,27.35,109.4,14.6,94.8,Cash,1053,523
96669,12/10/2020 11:45,185,543,107,2,99.4,198.8,12.87,185.93,Credit Card,1331,579
96637,9/15/2021 8:14,101,506,107,2,171.72,343.44,23.8,319.64,Mobile Payment,1590,555
11872,9/12/2021 17:02,199,582,104,2,131.86,263.72,28.81,234.91,Credit Card,1103,558
40494,9/18/2021 11:10,122,527,107,5,100.21,501.05,11.4,489.65,Cash,1805,541
52989,11/29/2020 9:21,192,588,103,1,99.23,99.23,27.57,71.66,Debit Card,1218,585
10908,4/3/2021 21:00,148,573,103,1,83.39,83.39,12.11,71.28,Credit Card,1300,531
96653,10/31/2021 11:21,156,588,103,4,48.12,192.48,1.86,190.62,Mobile Payment,1427,566
20154,11/7/2021 14:17,136,559,107,3,92.41,277.23,6.54,270.69,Credit Card,1226,593
75380,2/15/2021 12:28,181,556,104,2,195.5,391,1.87,389.13,Cash,1787,552
79042,5/3/2021 0:09,123,570,103,1,76.34,76.34,4.04,72.3,Debit Card,1890,522
31966,9/26/2021 5:45,143,590,105,3,91.49,274.47,12.39,262.08,Debit Card,1769,582
85457,7/4/2021 4:53,188,541,104,5,24.52,122.6,29.91,92.69,Cash,1872,520
41198,6/17/2021 21:09,154,548,102,1,77.06,77.06,21.09,55.97,Cash,1841,537
74333,8/4/2021 12:47,173,513,106,3,139.16,417.48,5.22,412.26,Credit Card,1515,502
44525,5/21/2021 0:12,171,556,104,3,133.2,399.6,25.97,373.63,Credit Card,1099,572
50618,5/10/2021 21:38,166,566,105,5,196.72,983.6,0.18,983.42,Credit Card,1176,516
86117,11/3/2021 1:32,104,576,103,1,124.64,124.64,5.58,119.06,Credit Card,1684,574
53899,7/4/2021 23:06,126,560,107,3,102.18,306.54,8.89,297.65,Credit Card,1524,590
71574,4/4/2021 19:56,136,524,106,2,69.48,138.96,11.08,127.88,Debit Card,1673,585
13582,11/12/2020 14:31,120,558,105,3,145.72,437.16,0.43,436.73,Mobile Payment,1764,599
73382,10/8/2021 10:57,140,595,104,5,28.74,143.7,26.85,116.85,Debit Card,1345,522
81610,3/29/2021 23:42,146,531,103,4,40.71,162.84,4.39,158.45,Mobile Payment,1229,557
85526,6/29/2021 10:43,196,569,106,4,80.76,323.04,21.85,301.19,Cash,1525,565
43381,8/21/2021 20:54,126,542,107,1,182.38,182.38,24.51,157.87,Cash,1955,511
89656,12/27/2020 8:51,116,567,107,3,63.24,189.72,3.68,186.04,Mobile Payment,1029,501
76133,5/5/2021 14:02,147,578,105,1,38.43,38.43,22.85,15.58,Cash,1990,514
22925,11/28/2020 6:31,119,513,106,3,15.46,46.38,19.77,26.61,Debit Card,1977,535
15836,3/4/2021 2:10,143,596,102,3,151.87,455.61,15.16,440.45,Cash,1431,544
47619,8/9/2021 0:56,189,555,106,3,160.91,482.73,29.2,453.53,Mobile Payment,1718,590
19188,4/11/2021 18:04,135,520,101,3,154.06,462.18,16.83,445.35,Credit Card,1878,598
28660,8/14/2021 11:44,145,538,105,5,80.86,404.3,20.24,384.06,Debit Card,1896,501
98987,8/31/2021 23:39,122,541,104,1,31.22,31.22,14.27,16.95,Debit Card,1929,589
61331,1/15/2021 21:46,181,504,103,2,120.85,241.7,4.26,237.44,Debit Card,1770,552
69430,11/12/2020 9:39,171,586,106,3,18.41,55.23,17.53,37.7,Cash,1267,512
97048,12/31/2020 17:13,195,552,101,1,192.49,192.49,29.68,162.81,Debit Card,1359,571
97045,6/9/2021 13:09,144,507,103,3,91.02,273.06,17.44,255.62,Mobile Payment,1454,556
25410,7/3/2021 11:42,103,565,101,5,64.04,320.2,6.41,313.79,Credit Card,1367,588
62536,9/1/2021 22:31,157,517,104,3,120.31,360.93,6.23,354.7,Cash,1197,533
19553,7/21/2021 11:34,152,557,103,3,83.18,249.54,9.31,240.23,Mobile Payment,1572,555
41745,8/11/2021 5:13,145,539,105,1,179.1,179.1,16.72,162.38,Credit Card,1576,574
70626,10/12/2021 18:47,162,594,102,2,57.63,115.26,23.37,91.89,Mobile Payment,1167,539
66971,7/18/2021 1:52,115,578,105,2,176.59,353.18,4.68,348.5,Debit Card,1478,502
64791,7/10/2021 10:43,132,559,107,2,140.12,280.24,25.79,254.45,Debit Card,1090,591
49788,1/1/2021 21:57,181,586,106,4,64.97,259.88,20.89,238.99,Credit Card,1111,534
36557,8/19/2021 8:00,164,588,103,2,186.4,372.8,12.41,360.39,Cash,1423,552
30987,10/1/2021 13:39,143,532,102,5,73.11,365.55,0.4,365.15,Credit Card,1752,550
98263,10/8/2021 8:41,133,596,102,3,191.97,575.91,3.89,572.02,Mobile Payment,1911,536
72458,8/4/2021 19:10,135,580,105,4,72.27,289.08,24.39,264.69,Credit Card,1391,580
50407,5/9/2021 17:53,181,540,106,5,107.98,539.9,19.39,520.51,Mobile Payment,1219,530
10234,3/17/2021 0:43,192,562,104,1,36.27,36.27,18.47,17.8,Cash,1045,526
76015,7/6/2021 12:33,118,555,106,5,164.54,822.7,19.68,803.02,Debit Card,1945,543
22988,9/24/2021 12:52,174,579,101,5,199.9,999.5,26.16,973.34,Cash,1938,509
29445,9/10/2021 20:25,123,599,104,5,171.47,857.35,22.71,834.64,Cash,1332,554
87671,10/16/2021 20:47,176,573,103,3,86.78,260.34,7.23,253.11,Credit Card,1528,538
20336,3/9/2021 22:52,127,534,104,1,115.13,115.13,1.69,113.44,Cash,1551,527
63234,7/20/2021 14:16,161,591,101,2,41.56,83.12,20.16,62.96,Debit Card,1668,587
37247,12/30/2020 0:03,113,507,103,4,155.51,622.04,22.07,599.97,Mobile Payment,1144,513
89584,12/10/2020 23:14,160,503,102,2,124.22,248.44,12.88,235.56,Mobile Payment,1536,533
22267,12/28/2020 20:22,169,588,103,2,130.19,260.38,17.19,243.19,Mobile Payment,1007,568
79862,9/13/2021 3:30,149,541,104,3,190.45,571.35,18.76,552.59,Credit Card,1001,509
63443,11/5/2021 0:53,156,543,107,2,171.92,343.84,26.77,317.07,Cash,1243,509
62459,12/31/2020 17:49,113,554,102,1,30.56,30.56,25.42,5.14,Credit Card,1626,570
21148,10/7/2021 16:43,145,572,104,1,116.34,116.34,1.23,115.11,Cash,1126,551
23254,6/7/2021 4:30,142,524,106,1,82.79,82.79,7.48,75.31,Mobile Payment,1955,554
41712,7/10/2021 15:07,116,506,107,5,160.48,802.4,14.27,788.13,Debit Card,1514,516
45649,3/27/2021 0:35,176,593,102,4,132.66,530.64,15.45,515.19,Mobile Payment,1268,519
75148,7/16/2021 18:38,137,596,102,2,65.78,131.56,15.34,116.22,Credit Card,1337,581
33500,2/13/2021 0:38,193,511,103,2,199.85,399.7,7.63,392.07,Debit Card,1719,554
71985,12/13/2020 19:14,120,513,106,3,48.36,145.08,0.28,144.8,Cash,1457,559
83674,3/17/2021 21:01,154,538,105,5,189.9,949.5,24.06,925.44,Cash,1741,595
28519,1/25/2021 0:02,182,503,102,2,67.8,135.6,15.12,120.48,Cash,1158,590
79056,5/11/2021 17:41,139,534,104,5,84.63,423.15,27.83,395.32,Debit Card,1366,538
84075,2/22/2021 3:39,135,592,103,1,136.65,136.65,14.81,121.84,Mobile Payment,1969,597
59372,9/21/2021 14:47,109,589,102,2,101.46,202.92,12.3,190.62,Credit Card,1942,582
23065,5/25/2021 11:30,123,569,106,4,96.56,386.24,7.62,378.62,Mobile Payment,1914,559
90661,3/23/2021 14:06,123,553,104,3,94.36,283.08,3.8,279.28,Cash,1049,566
61824,1/9/2021 22:17,130,579,101,5,94.63,473.15,9.93,463.22,Mobile Payment,1048,535
33539,5/12/2021 20:59,157,562,104,2,121.03,242.06,29.16,212.9,Mobile Payment,1593,501
19780,9/27/2021 11:36,117,565,101,4,75.65,302.6,25.89,276.71,Credit Card,1359,597
39418,1/27/2021 13:34,120,576,103,3,118.4,355.2,13.36,341.84,Credit Card,1389,540
30330,1/16/2021 11:16,110,548,102,4,74.51,298.04,11.01,287.03,Debit Card,1204,515
66004,6/20/2021 21:35,121,592,103,1,189.1,189.1,14.66,174.44,Mobile Payment,1381,573
39356,9/3/2021 8:17,134,534,104,5,48.98,244.9,6.06,238.84,Mobile Payment,1539,548
87156,3/25/2021 5:28,169,501,104,2,157.63,315.26,24.38,290.88,Cash,1708,537
22993,2/18/2021 23:58,132,533,104,2,132.16,264.32,14.77,249.55,Cash,1412,504
33013,9/8/2021 4:58,117,518,105,5,145.9,729.5,1.62,727.88,Mobile Payment,1928,519
16557,12/23/2020 23:41,177,591,101,1,39.57,39.57,20.98,18.59,Cash,1881,533
57156,10/4/2021 19:02,140,595,104,3,109.02,327.06,21.04,306.02,Mobile Payment,1330,512
47745,5/1/2021 19:06,143,537,107,3,194.44,583.32,12.82,570.5,Credit Card,1128,517
35487,6/2/2021 13:44,102,583,107,5,12.99,64.95,5.46,59.49,Cash,1990,562
92102,6/25/2021 2:56,197,522,102,5,50.16,250.8,24.49,226.31,Mobile Payment,1027,576
14321,8/9/2021 1:53,185,512,107,5,80.75,403.75,26.81,376.94,Cash,1944,565
76774,7/7/2021 23:19,184,517,104,1,94.54,94.54,15.73,78.81,Credit Card,1457,575
71686,10/6/2021 23:05,168,568,107,3,113.8,341.4,16.94,324.46,Debit Card,1781,554
90123,2/8/2021 0:06,143,513,106,4,24.37,97.48,1.37,96.11,Cash,1655,504
62044,12/7/2020 17:07,150,570,103,5,119.34,596.7,17.14,579.56,Debit Card,1369,571
18963,10/26/2021 6:02,197,513,106,5,43.16,215.8,3.3,212.5,Credit Card,1395,552
69966,3/15/2021 6:11,179,571,102,4,55.05,220.2,19.5,200.7,Credit Card,1877,542
93315,11/28/2020 22:58,182,575,107,2,72.94,145.88,18.22,127.66,Cash,1158,581
97037,5/19/2021 16:20,193,571,102,5,13.05,65.25,16.17,49.08,Credit Card,1576,557
27910,10/13/2021 3:14,154,574,102,4,100.54,402.16,28.86,373.3,Debit Card,1180,597
90200,3/15/2021 10:38,143,518,105,1,143.67,143.67,15.97,127.7,Cash,1456,554
36775,11/2/2021 4:50,120,582,104,2,84.4,168.8,17.15,151.65,Mobile Payment,1895,533
74797,11/10/2020 17:52,188,582,104,3,116.8,350.4,28.15,322.25,Cash,1614,591
60637,3/20/2021 20:21,138,531,103,1,144.96,144.96,2.01,142.95,Cash,1656,528
84296,4/10/2021 9:40,186,539,105,3,83.75,251.25,1.55,249.7,Mobile Payment,1509,535
41255,8/17/2021 8:37,196,597,102,3,77.8,233.4,13.64,219.76,Mobile Payment,1263,557
51080,10/8/2021 23:52,177,541,104,2,100.73,201.46,8.38,193.08,Cash,1695,503
42419,4/24/2021 17:15,143,517,104,5,141.02,705.1,6.15,698.95,Mobile Payment,1046,523
96130,2/9/2021 9:22,178,589,102,2,152.7,305.4,15.98,289.42,Mobile Payment,1447,519
28996,8/20/2021 23:46,111,530,102,5,37.12,185.6,2.67,182.93,Mobile Payment,1826,560
60541,3/13/2021 11:26,190,569,106,5,52.43,262.15,21.26,240.89,Cash,1247,544
49791,2/5/2021 21:22,106,528,107,4,59,236,14.29,221.71,Debit Card,1672,568
51974,1/3/2021 7:32,109,555,106,5,70.97,354.85,21.99,332.86,Cash,1759,523
15823,5/20/2021 9:45,111,517,104,2,118.31,236.62,28.43,208.19,Debit Card,1307,558
89238,3/24/2021 10:07,130,572,104,1,92.21,92.21,27.22,64.99,Credit Card,1668,526
74304,5/19/2021 21:40,196,502,102,3,87.1,261.3,28.57,232.73,Cash,1455,536
62400,10/25/2021 2:04,196,559,107,3,164.18,492.54,20.04,472.5,Mobile Payment,1375,551
57292,1/16/2021 21:27,119,518,105,4,26.66,106.64,11.43,95.21,Debit Card,1056,562
26498,4/13/2021 8:06,160,524,106,5,197.34,986.7,10.08,976.62,Credit Card,1375,525
42322,11/27/2020 20:50,139,526,102,4,94.41,377.64,10.2,367.44,Debit Card,1739,521
81982,8/8/2021 14:53,160,500,104,1,19.16,19.16,22.36,-3.2,Mobile Payment,1885,508
98457,6/30/2021 11:52,169,566,105,4,151.38,605.52,1.7,603.82,Mobile Payment,1669,543
60228,1/18/2021 3:11,102,572,104,5,56.07,280.35,27.89,252.46,Debit Card,1996,511
88054,11/10/2020 11:50,135,526,102,2,151.44,302.88,15.69,287.19,Debit Card,1570,528
19501,1/11/2021 4:53,151,575,107,1,67.63,67.63,6.9,60.73,Cash,1446,553
10504,2/4/2021 8:28,186,512,107,1,169.54,169.54,9.93,159.61,Cash,1518,549
28498,8/19/2021 5:33,143,561,101,4,42.14,168.56,14.54,154.02,Credit Card,1814,502
82222,11/4/2021 16:34,195,534,104,5,63,315,8.08,306.92,Debit Card,1976,556
39707,8/19/2021 21:11,178,530,102,1,106.42,106.42,19.31,87.11,Cash,1028,548
19600,3/22/2021 4:12,165,522,102,4,150.16,600.64,1.65,598.99,Cash,1955,557
57680,8/1/2021 9:37,131,556,104,4,38.37,153.48,21.98,131.5,Cash,1894,587
86228,7/27/2021 17:27,125,552,101,3,142.29,426.87,20.91,405.96,Mobile Payment,1773,518
97975,1/18/2021 21:50,130,503,102,2,105.45,210.9,24.74,186.16,Credit Card,1829,507
69931,8/23/2021 21:09,160,592,103,3,12.09,36.27,11.6,24.67,Credit Card,1156,543
78766,10/26/2021 3:40,128,551,103,3,45.39,136.17,1.23,134.94,Debit Card,1146,524
58781,2/11/2021 8:03,188,591,101,3,172.42,517.26,14.63,502.63,Credit Card,1742,560
49116,2/14/2021 2:49,173,596,102,5,73.59,367.95,16.15,351.8,Cash,1717,588
76867,9/22/2021 20:30,124,571,102,3,79.53,238.59,16.01,222.58,Cash,1529,566
94566,5/19/2021 16:26,128,567,107,3,152.83,458.49,23.94,434.55,Cash,1953,518
68984,11/22/2020 15:52,183,546,103,5,188.89,944.45,22.89,921.56,Credit Card,1236,599
81220,12/27/2020 8:04,172,510,103,2,95.5,191,22.46,168.54,Credit Card,1735,599
93895,12/25/2020 11:31,154,503,102,5,129.88,649.4,18.41,630.99,Cash,1513,589
62811,2/28/2021 3:28,104,578,105,3,104.34,313.02,3.13,309.89,Debit Card,1769,570
30955,11/11/2020 9:07,130,530,102,3,118.56,355.68,4.89,350.79,Mobile Payment,1186,585
91441,7/27/2021 6:15,153,589,102,3,172.42,517.26,14.54,502.72,Credit Card,1519,571
63002,10/16/2021 2:40,142,558,105,3,12.53,37.59,9.28,28.31,Mobile Payment,1916,589
13751,4/21/2021 3:31,181,549,101,4,54.08,216.32,28.09,188.23,Credit Card,1316,572
66810,8/15/2021 19:55,167,513,106,3,162.72,488.16,26.59,461.57,Cash,1354,528
12978,12/22/2020 2:36,141,517,104,1,24.7,24.7,2.05,22.65,Debit Card,1299,541
95663,1/13/2021 23:56,179,580,105,2,97.47,194.94,28,166.94,Debit Card,1094,567
67659,1/26/2021 10:13,168,502,102,1,36.64,36.64,5.87,30.77,Cash,1131,582
93968,1/5/2021 19:45,156,521,101,3,42.42,127.26,11.08,116.18,Cash,1282,572
30401,12/9/2020 1:16,176,526,102,1,80.05,80.05,4.21,75.84,Debit Card,1928,551
43191,11/12/2020 3:35,185,589,102,3,153.42,460.26,17.96,442.3,Cash,1524,533
17875,6/12/2021 5:25,168,500,104,2,135.72,271.44,18.09,253.35,Mobile Payment,1587,577
41163,11/15/2020 1:21,178,516,106,5,95.88,479.4,1.92,477.48,Mobile Payment,1932,520
81272,10/3/2021 1:25,129,573,103,4,11.7,46.8,6.01,40.79,Debit Card,1147,515
10391,5/28/2021 0:30,140,574,102,5,25.56,127.8,23.16,104.64,Debit Card,1106,573
58144,5/1/2021 22:15,188,573,103,2,123.2,246.4,25.82,220.58,Mobile Payment,1578,587
77683,8/19/2021 8:32,103,564,106,4,168.22,672.88,13.08,659.8,Mobile Payment,1296,599
56560,11/24/2020 2:45,167,599,104,2,11.43,22.86,18.19,4.67,Cash,1814,565
26370,3/21/2021 21:21,104,568,107,2,34.55,69.1,5.58,63.52,Cash,1906,514
44353,5/7/2021 5:06,111,587,101,3,176.1,528.3,19.76,508.54,Credit Card,1816,514
20100,3/18/2021 6:12,121,511,103,5,84.38,421.9,29.81,392.09,Credit Card,1402,542
98032,12/29/2020 5:58,168,540,106,3,102.64,307.92,21.18,286.74,Debit Card,1970,530
42512,9/3/2021 12:07,133,565,101,1,22.79,22.79,7.94,14.85,Debit Card,1207,502
23911,7/5/2021 18:14,179,525,101,1,52.04,52.04,7.29,44.75,Mobile Payment,1263,580
90942,4/17/2021 8:39,184,598,105,5,54.11,270.55,5.07,265.48,Mobile Payment,1483,588
35768,5/15/2021 16:53,156,566,105,5,39.36,196.8,27.7,169.1,Credit Card,1570,587
93421,11/23/2020 14:35,101,519,103,1,23.53,23.53,0.98,22.55,Cash,1289,595
83486,8/6/2021 20:46,113,514,101,4,88.87,355.48,25.45,330.03,Debit Card,1238,540
66615,8/17/2021 4:38,102,539,105,1,10.11,10.11,24.3,-14.19,Mobile Payment,1955,513
84920,4/22/2021 6:27,104,543,107,4,137.9,551.6,25.43,526.17,Credit Card,1479,584
86622,2/2/2021 0:06,136,571,102,1,72.05,72.05,29.48,42.57,Mobile Payment,1089,591
66465,1/10/2021 1:20,114,553,104,5,182.9,914.5,7.01,907.49,Credit Card,1882,559
36490,6/8/2021 23:44,118,543,107,3,113.04,339.12,2.27,336.85,Debit Card,1585,518
32684,1/1/2021 14:19,101,582,104,5,153.2,766,22.24,743.76,Cash,1896,563
98568,1/26/2021 21:36,109,574,102,5,63.59,317.95,17.97,299.98,Debit Card,1415,538
77761,7/20/2021 10:31,151,596,102,5,131.02,655.1,24.02,631.08,Credit Card,1831,579
95206,11/2/2021 14:37,172,598,105,4,120.13,480.52,8.69,471.83,Cash,1963,537
68011,7/4/2021 11:57,128,507,103,3,48.86,146.58,18.26,128.32,Cash,1551,574
18822,9/5/2021 16:56,158,553,104,3,100.27,300.81,8.47,292.34,Credit Card,1637,520
10549,9/8/2021 3:41,152,513,106,4,32.67,130.68,14.88,115.8,Mobile Payment,1220,562
68169,12/2/2020 0:07,193,600,103,3,38.68,116.04,11.17,104.87,Debit Card,1462,564
